sku,name,description,short_description,attr_desc_features,attr_desc_supplement
"sdi_108695","703000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.<br><br>Now available in 83""/177"" and 95""/217""","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108696","703000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.<br><br>Now available in 83""/177"" and 95""/217""","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108697","703000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.<br><br>Now available in 83""/177"" and 95""/217""","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108698","703000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.<br><br>Now available in 83""/177"" and 95""/217""","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108699","703000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.<br><br>Now available in 83""/177"" and 95""/217""","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108700","703000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.<br><br>Now available in 83""/177"" and 95""/217""","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108701","703000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Natural Wood, Stained, 3x Stained, Gold Leafed, Antiqued, etc). <P>Please allow 6-8 weeks for delivery.<br><br>Now available in 83""/177"" and 95""/217""","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108706","704000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Antique gold leaf, Antique, 3x, natural wood, stained, ect). <P>Please allow 6-8 weeks for delivery.","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108707","704000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Antique gold leaf, Antique, 3x, natural wood, stained, ect). <P>Please allow 6-8 weeks for delivery.","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108708","704000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Antique gold leaf, Antique, 3x, natural wood, stained, ect). <P>Please allow 6-8 weeks for delivery.","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
"sdi_108709","704000 Crucifix Leonardo- Wood Carved","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"".  Standard finish (as shown) is colored.  Other finishes available upon request. (Antique gold leaf, Antique, 3x, natural wood, stained, ect). <P>Please allow 6-8 weeks for delivery.","Crucifix Leonardo - Hand Carved in Italy.  Available from 5"" to 95"". Click image for more details!","The Making of Woodcarvings: Selected mountain wood is cut into pieces and air dried for several years.  The sculptor carves his works according to his own sketches, drafts and ideas.  Every single piece of art is painted and decorated by hand with great love and care by qualified painters.","International and domestic freight is calculated for sizes up to 24"".  For larger sizes freight will be billed at a later date. Call for More Information!"
